victim_id,criticality
VIC20090000598941,0
VIC20130001063700,0
VIC20090000689116,0
VIC20140000688753,0
VIC20090001658781,0
VIC20130001072830,0
VIC20110001687714,0
VIC20100000729780,0
VIC20130001418906,0
VIC20100000769664,0
VIC20120000859204,0
VIC20090000571208,0
VIC20140000267834,0
VIC20100001186581,0
VIC20130001160199,0
VIC20140000786152,0
VIC20140000384917,0
VIC20130001400484,0
VIC20120001386075,0
VIC20130000129030,0
VIC20090000563894,0
VIC20130000721529,0
VIC20130000634541,0
VIC20130001414454,0
VIC20120001367025,0
VIC20140000245221,0
VIC20100000614878,0
VIC20100002296196,0
VIC20100001426945,0
VIC20110002269011,0
VIC20130000400113,0
VIC20090001022733,0
VIC20130001447909,0
VIC20130001078736,0
VIC20100002405782,0
VIC20110002162467,0
VIC20130000847909,0
VIC20090001105459,0
VIC20140000381803,0
VIC20140000220168,0
VIC20120001583094,0
VIC20090001316250,0
VIC20090000729811,0
VIC20100001675200,0
VIC20110001000243,0
VIC20130001292025,0
VIC20110001980863,0
VIC20140000967021,0
VIC20090000401117,0
VIC20130001410994,0
VIC20090000554716,0
VIC20120000397939,0
VIC20120000916892,0
VIC20090000070669,0
VIC20140000757911,0
VIC20120000217968,0
VIC20130001082741,0
VIC20100001904624,0
VIC20140000237387,0
VIC20130001523781,0
VIC20090000002023,0
VIC20090001261537,0
VIC20140000124060,0
VIC20090002051261,0
VIC20120000823606,0
VIC20140000480110,0
VIC20100000760415,0
VIC20140000387134,0
VIC20130001402221,0
VIC20130000511391,0
VIC20130000395735,0
VIC20140000406840,0
VIC20090002194743,0
VIC20130000311301,0
VIC20120001941527,0
VIC20130001384384,0
VIC20120001482832,0
VIC20130000053663,0
VIC20130000899305,0
VIC20110000383949,0
VIC20120001161340,0
VIC20120001879073,0
VIC20090000777854,0
VIC20090001145795,0
VIC20090000588414,0
VIC20090000263067,0
VIC20110001200152,0
VIC20130001149189,0
VIC20100001822433,0
VIC20100002340784,0
VIC20100001511617,0
VIC20110000651473,0
VIC20140000754351,0
VIC20110000070420,0
VIC20120001983721,0
VIC20130000141844,0
VIC20130000864166,0
VIC20140000691506,0
VIC20090001716516,0
VIC20120000182724,0
VIC20130001252148,0
VIC20140000252113,0
VIC20090000632150,0
VIC20120000335310,0
VIC20140000208304,0
VIC20140000269820,0
VIC20130001271777,0
VIC20100000408059,0
VIC20090000437257,0
VIC20090001578957,0
VIC20090000964687,0
VIC20130001324856,0
VIC20110001834047,0
VIC20110001090908,0
VIC20090000603917,0
VIC20110000425077,0
VIC20130001094487,0
VIC20110000390264,0
VIC20130000001922,0
VIC20090000407936,0
VIC20090001392136,0
VIC20090002121555,0
VIC20130000647078,0
VIC20140000871125,0
VIC20130001422383,0
VIC20090001146784,0
VIC20120000062622,0
VIC20100000261003,0
VIC20100001206510,0
VIC20110000110566,0
VIC20140001245057,0
VIC20140000145518,0
VIC20140000777971,0
VIC20120001976335,0
VIC20140000426537,0
VIC20110000897771,0
VIC20140000909876,0
VIC20120001512315,0
VIC20140000326436,0
VIC20130000312943,0
VIC20140000838915,0
VIC20110001528515,0
VIC20130001536414,0
VIC20090001651348,0
VIC20130000954763,0
VIC20110000232834,0
VIC20100001064398,0
VIC20100000135253,0
VIC20140000773480,0
VIC20140000914257,0
VIC20130001385269,0
VIC20110000786576,0
VIC20140000438922,0
VIC20110001358814,0
VIC20110000127412,0
VIC20110002350413,0
VIC20130000704153,0
VIC20100001909854,0
VIC20100001891545,0
VIC20130000906089,0
VIC20090002282846,0
VIC20120001675084,0
VIC20140000551087,0
VIC20100001533094,0
VIC20100000926685,0
VIC20110000189887,0
VIC20100001198277,0
VIC20140000059863,0
VIC20130001011605,0
VIC20110001934370,0
VIC20130001477082,0
VIC20090001919585,0
VIC20100001034279,0
VIC20130000540446,0
VIC20110000635611,0
VIC20100000285874,0
VIC20140001172756,0
VIC20130000887588,0
VIC20120001475790,0
VIC20140000000469,0
VIC20140001155566,0
VIC20100002371790,0
VIC20120000860238,0
VIC20130000312072,0
VIC20090001250749,0
VIC20110001155015,0
VIC20110001594819,0
VIC20110001518301,0
VIC20090001722575,0
VIC20090002336058,0
VIC20100002159111,0
VIC20130001159819,0
VIC20110002264085,0
VIC20090001676742,0
VIC20090002134456,0
VIC20120001172206,0
VIC20130000344798,0
VIC20140001326978,0
VIC20120001977379,0
VIC20130000299162,0
VIC20120002036075,0
VIC20130001439172,0
VIC20100000065952,0
VIC20110001091166,0
VIC20140000293323,0
VIC20110002186254,0
VIC20090002027913,0
VIC20110002257827,0
VIC20140001069083,0
VIC20100001874877,0
VIC20130001359745,0
VIC20100000335643,0
VIC20140000496124,0
VIC20090000852972,0
VIC20110000802403,0
VIC20100001900365,0
VIC20140000355749,0
VIC20130000850083,0
VIC20120001898573,0
VIC20110001005711,0
VIC20120001542840,0
VIC20130000355613,0
VIC20140000738879,0
VIC20120000123293,0
VIC20110001162970,0
VIC20140001312945,0
VIC20120002046217,0
VIC20130001234472,0
VIC20140001329094,0
VIC20090001550538,0
VIC20120002073843,0
VIC20130001037857,0
VIC20110000830193,0
VIC20130000794508,0
VIC20130000023943,0
VIC20100000260095,0
VIC20090001779068,0
VIC20090000405817,0
VIC20140000086789,0
VIC20120002084956,0
VIC20090001442855,0
VIC20100000739890,0
VIC20130000491084,0
VIC20090002356550,0
VIC20120001844308,0
VIC20130000313434,0
VIC20100000114494,0
VIC20120000912536,0
VIC20130000343157,0
VIC20090001900054,0
VIC20130000607110,0
VIC20140000222802,0
VIC20090001775700,0
VIC20110000660819,0
VIC20090000364798,0
VIC20130000893876,0
VIC20110000868719,0
VIC20090001621214,0
VIC20090001033131,0
VIC20110001966527,0
VIC20120001096788,0
VIC20090001315834,0
VIC20140000589464,0
VIC20110000710613,0
VIC20140001039911,0
VIC20130001395816,0
VIC20140001244816,0
VIC20100001443382,0
VIC20090002319616,0
VIC20110000009517,0
VIC20140001224869,0
VIC20090000956828,0
VIC20120001693301,0
VIC20100001267940,0
VIC20100001680135,0
VIC20140001138348,0
VIC20140000605762,0
VIC20100001790037,0
VIC20120000994591,0
VIC20100001847391,0
VIC20100001919050,0
VIC20120000377515,0
VIC20120001587222,0
VIC20140000646078,0
VIC20120001994264,0
VIC20140000106407,0
VIC20130000584597,0
VIC20090000490558,0
VIC20120000058224,0
VIC20110000254355,0
VIC20090001061395,0
VIC20130000002660,0
VIC20100002383841,0
VIC20130001324971,0
VIC20110002306830,0
VIC20140000327199,0
VIC20110001365155,0
VIC20090000641193,0
VIC20100001252828,0
VIC20140000034863,0
VIC20120000292308,0
VIC20100001642137,0
VIC20090001561772,0
VIC20090000538466,0
VIC20130001549892,0
VIC20110000724719,0
VIC20090000284692,0
VIC20110000650429,0
VIC20100000200572,0
VIC20130001289370,0
VIC20100001208446,0
VIC20090000215593,0
VIC20110001118720,0
VIC20140000237003,0
VIC20090001787521,0
VIC20140000095691,0
VIC20140001090688,0
VIC20120000200313,0
VIC20110001626973,0
VIC20130000639095,0
VIC20130000156463,0
VIC20120000238921,0
VIC20110001625025,0
VIC20100000108566,0
VIC20090002154446,0
VIC20110000296148,0
VIC20120001882546,0
VIC20130000823411,0
VIC20130000922227,0
VIC20110001732655,0
VIC20110000379755,0
VIC20120001969390,0
VIC20090001296286,0
VIC20100000430392,0
VIC20100001183107,0
VIC20090001565976,0
VIC20120001175116,0
VIC20110002092723,0
VIC20120002084683,0
VIC20140000795188,0
VIC20100000131792,0
VIC20100002505584,0
VIC20100001720130,0
VIC20130000390761,0
VIC20130001268512,0
VIC20090000443523,0
VIC20120001764386,0
VIC20100000619227,0
VIC20090001497196,0
VIC20090001168777,0
VIC20130001183392,0
VIC20140001351776,0
VIC20090000766092,0
VIC20130000432584,0
VIC20090001356278,0
VIC20130001108621,0
VIC20140000281106,0
VIC20100001916568,0
VIC20120001807635,0
VIC20130000789481,0
VIC20120000273934,0
VIC20090001305053,0
VIC20130000859445,0
VIC20100000222262,0
VIC20110001761453,0
VIC20110002130676,0
VIC20090000928764,0
VIC20130000360634,0
VIC20110001791696,0
VIC20130001082331,0
VIC20120002054067,0
VIC20120000157959,0
VIC20090002368546,0
VIC20110000866990,0
VIC20100002305400,0
VIC20110001343839,0
VIC20110001999438,0
VIC20110001372185,0
VIC20130000790346,0
VIC20120000167978,0
VIC20110000382456,0
VIC20100000393388,0
VIC20110001703768,0
VIC20100002083261,0
VIC20120000443441,0
VIC20110000826804,0
VIC20120000352423,0
VIC20090001667976,0
VIC20100000415687,0
VIC20090000710818,0
VIC20140000100098,0
VIC20140001222395,0
VIC20120001827093,0
VIC20130001171983,0
VIC20100002299495,0
VIC20090001277404,0
VIC20110002010195,0
VIC20090002377438,0
VIC20110002243791,0
VIC20110000314420,0
VIC20140000002951,0
VIC20120000704198,0
VIC20130001167969,0
VIC20130000727898,0
VIC20130000920821,0
VIC20130001237117,0
VIC20140001332495,0
VIC20120000781541,0
VIC20140000224053,0
VIC20100000197553,0
VIC20130000435658,0
VIC20140000830040,0
VIC20110000492826,0
VIC20090000895793,0
VIC20130000316386,0
VIC20140001126021,0
VIC20090000950846,0
VIC20140000900249,0
VIC20090000080605,0
VIC20100000151386,0
VIC20100000391524,0
VIC20130000680740,0
VIC20110000373728,0
VIC20100000057601,0
VIC20130000862694,0
VIC20100001030727,0
VIC20130000668909,0
VIC20140000088631,0
VIC20110002113995,0
VIC20130000223980,0
VIC20090000252479,0
VIC20110002167137,0
VIC20120001414302,0
VIC20090001518057,0
VIC20130000950934,0
VIC20140000455561,0
VIC20110000402044,0
VIC20100001313396,0
VIC20130000455172,0
VIC20120000995067,0
VIC20090001227370,0
VIC20140000115787,0
VIC20130001413340,0
VIC20130000981547,0
VIC20130001386188,0
VIC20120001447668,0
VIC20140000050012,0
VIC20100000531271,0
VIC20090001174841,0
VIC20120000570104,0
VIC20130000088201,0
VIC20130000593808,0
VIC20120001198216,0
VIC20140000051905,0
VIC20120000799676,0
VIC20120001208219,0
VIC20110000919501,0
VIC20130000304537,0
VIC20090001637392,0
VIC20100001317964,0
VIC20090000353721,0
VIC20120002142939,0
VIC20140000081507,0
VIC20120002066806,0
VIC20140000545176,0
VIC20100001350059,0
VIC20130000468646,0
VIC20110000369749,0
VIC20110000220103,0
VIC20100001107123,0
VIC20140001168890,0
VIC20110002109230,0
VIC20140000406562,0
VIC20120002021115,0
VIC20120000217018,0
VIC20090001077548,0
VIC20120001748826,0
VIC20110001618694,0
VIC20130000970258,0
VIC20130000525674,0
VIC20090000342292,0
VIC20130000817423,0
VIC20110001991433,0
VIC20100001376833,0
VIC20100000095287,0
VIC20100000301987,0
VIC20090001562357,0
VIC20130000703112,0
VIC20140001204552,0
VIC20100000472488,0
VIC20090000408640,0
VIC20120001490739,0
VIC20120002019552,0
VIC20120000324349,0
VIC20090000807565,0
VIC20100002367761,0
VIC20100000484650,0
VIC20130000204215,0
VIC20090000640976,0
VIC20090001999752,0
VIC20120002125762,0
VIC20120001569156,0
VIC20090002265872,0
VIC20130001301917,0
VIC20090001478568,0
VIC20110000575430,0
VIC20130001462780,0
VIC20140000554654,0
VIC20120000739721,0
VIC20120001296289,0
VIC20120000692336,0
VIC20140000265963,0
VIC20090001956822,0
VIC20120000534573,0
VIC20120000237850,0
VIC20130001243552,0
VIC20140000239638,0
VIC20110002457731,0
VIC20120001761136,0
VIC20140001209874,0
VIC20090001414671,0
VIC20090001023918,0
VIC20140000006707,0
VIC20140000964065,0
VIC20090000145247,0
VIC20090000785441,0
VIC20110000450152,0
VIC20140000925903,0
VIC20130000499603,0
VIC20110000780932,0
VIC20130000384596,0
VIC20110001933868,0
VIC20130000979978,0
VIC20120000553899,0
VIC20140001288454,0
VIC20100000877241,0
VIC20120001673353,0
VIC20120002166416,0
VIC20100001767981,0
VIC20110000130399,0
VIC20110002353335,0
VIC20110001309478,0
VIC20100001113794,0
VIC20110000481806,0
VIC20110000018977,0
VIC20110001517511,0
VIC20100000904869,0
VIC20130001301767,0
VIC20090001060043,0
VIC20140000101037,0
VIC20100002398362,0
VIC20100002294126,0
VIC20090002335325,0
VIC20120002112406,0
VIC20140000372438,0
VIC20130000083144,0
VIC20130000702457,0
VIC20110000838167,0
VIC20110000923049,0
VIC20140000846990,0
VIC20100001187934,0
VIC20140000619192,0
VIC20100000816950,0
VIC20130000400599,0
VIC20130001330531,0
VIC20130000664388,0
VIC20100000106176,0
VIC20110002298416,0
VIC20110001234164,0
VIC20110001199229,0
VIC20140001274626,0
VIC20120001294096,0
VIC20130000928017,0
VIC20100001842674,0
VIC20110001199340,0
VIC20110002353678,0
VIC20140000621482,0
VIC20120001938782,0
VIC20120000785865,0
VIC20110001760947,0
VIC20140000605018,0
VIC20100002333454,0
VIC20100000067721,0
VIC20110001496893,0
VIC20140000680956,0
VIC20120002142773,0
VIC20140000017198,0
VIC20110002460177,0
VIC20120001604678,0
VIC20140001226227,0
VIC20120001396542,0
VIC20090000868348,0
VIC20130000834654,0
VIC20130001432735,0
VIC20140000571848,0
VIC20140001270226,0
VIC20100001338970,0
VIC20110000677591,0
VIC20100002478879,0
VIC20130001181185,0
VIC20090002076631,0
VIC20110002082095,0
VIC20140000993877,0
VIC20140000170105,0
VIC20140001096992,0
VIC20090000423995,0
VIC20110001312558,0
VIC20090000465186,0
VIC20090000722717,0
VIC20140000297380,0
VIC20110000094211,0
VIC20090001794975,0
VIC20090001712161,0
VIC20130001384087,0
VIC20110001845190,0
VIC20130001412399,0
VIC20130000399306,0
VIC20100002492651,0
VIC20100001235353,0
VIC20090000912068,0
VIC20120001061574,0
VIC20120001376797,0
VIC20120002097781,0
VIC20140000978037,0
VIC20090001018754,0
VIC20120001105291,0
VIC20140000474252,0
VIC20100001244236,0
VIC20130001021780,0
VIC20090000567645,0
VIC20110000538958,0
VIC20110002375756,0
VIC20130001383851,0
VIC20130000315837,0
VIC20140001282733,0
VIC20120001294667,0
VIC20120000119953,0
VIC20130000986453,0
VIC20130000751422,0
VIC20090000948407,0
VIC20140001147201,0
VIC20090000757257,0
VIC20130001411014,0
VIC20110000051241,0
VIC20090000039982,0
VIC20130000167003,0
VIC20110001328110,0
VIC20120001891747,0
VIC20130000110386,0
VIC20130001444667,0
VIC20120001789765,0
VIC20120000246674,0
VIC20140000285170,0
VIC20090002230534,0
VIC20100001985746,0
VIC20110000285215,0
VIC20100000913425,0
VIC20130001333732,0
VIC20090001135526,0
VIC20090001982068,0
VIC20110001502863,0
VIC20090001593158,0
VIC20140001247730,0
VIC20140000678771,0
VIC20130000959276,0
VIC20130000943068,0
VIC20120000704040,0
VIC20120001822395,0
VIC20110000184129,0
VIC20140000581859,0
VIC20120001835437,0
VIC20120002144037,0
VIC20140000467109,0
VIC20140000690421,0
VIC20140000249154,0
VIC20130001049427,0
VIC20110001626893,0
VIC20100000261641,0
VIC20100000581719,0
VIC20130000311587,0
VIC20110002208769,0
VIC20110000042248,0
VIC20110001659907,0
VIC20130000337436,0
VIC20100001700524,0
VIC20090002396300,0
VIC20100000321520,0
VIC20120002018498,0
VIC20140000079059,0
VIC20100001812042,0
VIC20100000685043,0
VIC20130001444089,0
VIC20120000080264,0
VIC20140000289716,0
VIC20140000789017,0
VIC20140000651854,0
VIC20130001377528,0
VIC20100001669841,0
VIC20110000180103,0
VIC20120000651918,0
VIC20110002182313,0
VIC20090001968157,0
VIC20130001420708,0
VIC20110001983437,0
VIC20090001936057,0
VIC20120000604323,0
VIC20100002277683,0
VIC20110001234570,0
VIC20110000548560,0
VIC20140001168989,0
VIC20090002302184,0
VIC20100001976483,0
VIC20140000194585,0
VIC20090001464831,0
VIC20110002396599,0
VIC20110001486296,0
VIC20090001764504,0
VIC20140000473997,0
VIC20140000812903,0
VIC20120001996877,0
VIC20110002397708,0
VIC20110001284619,0
VIC20140000314552,0
VIC20110002118025,0
VIC20120000461945,0
VIC20090000723485,0
VIC20120000373926,0
VIC20110001383086,0
VIC20120002108099,0
VIC20130000086261,0
VIC20140000593474,0
VIC20130000781957,0
VIC20090001348497,0
VIC20130001097145,0
VIC20100000177599,0
VIC20100001688476,0
VIC20130000054978,0
VIC20100000425605,0
VIC20140000106984,0
VIC20110000152596,0
VIC20110001066841,0
VIC20130000849646,0
VIC20130000226723,0
VIC20120000057834,0
VIC20140000142363,0
VIC20100002102547,0
VIC20120001418367,0
VIC20100001740494,0
VIC20090000064543,0
VIC20100000565378,0
VIC20130000197000,0
VIC20120000375046,0
VIC20110002038663,0
VIC20120000371672,0
VIC20110002078769,0
VIC20140000271239,0
VIC20120000936073,0
VIC20110002183726,0
VIC20100001830373,0
VIC20100000546039,0
VIC20100002440776,0
VIC20140000826475,0
VIC20100000168233,0
VIC20130001384260,0
VIC20130001042770,0
VIC20120002032379,0
VIC20140000257810,0
VIC20090001313513,0
VIC20140000418576,0
VIC20100002065540,0
VIC20140000443122,0
VIC20110001399071,0
VIC20100001230897,0
VIC20120002116475,0
VIC20140000661483,0
VIC20140000523219,0
VIC20140000271657,0
VIC20090002162484,0
VIC20110002108904,0
VIC20110002196599,0
VIC20120000909113,0
VIC20120002086460,0
VIC20110000001221,0
VIC20090000542860,0
VIC20110000984169,0
VIC20120001832204,0
VIC20140000594192,0
VIC20090000277697,0
VIC20120000816999,0
VIC20110002251637,0
VIC20100001245424,0
VIC20140000968046,0
VIC20100000780436,0
VIC20120001309807,0
VIC20100001538062,0
VIC20110000366318,0
VIC20120001318216,0
VIC20100000881716,0
VIC20140001347067,0
VIC20120001024436,0
VIC20130000246565,0
VIC20140001322655,0
VIC20110000456427,0
VIC20140001152196,0
VIC20100000042091,0
VIC20140001013696,0
VIC20120001244682,0
VIC20130001565854,0
VIC20140000666117,0
VIC20120002082877,0
VIC20090001210378,0
VIC20100002317849,0
VIC20110001540804,0
VIC20090002122290,0
VIC20100001542502,0
VIC20110001190438,0
VIC20130000394815,0
VIC20090000150536,0
VIC20120000728851,0
VIC20100000281345,0
VIC20130000395276,0
VIC20130000349522,0
VIC20100000398241,0
VIC20110002072325,0
VIC20090000910708,0
VIC20110001696975,0
VIC20100001003014,0
VIC20130000359918,0
VIC20090000117144,0
VIC20100002276300,0
VIC20090000407376,0
VIC20140000262425,0
VIC20140000847063,0
VIC20120000491097,0
VIC20130001427989,0
VIC20120001828229,0
VIC20090000089631,0
VIC20110000256063,0
VIC20120000740936,0
VIC20100001720870,0
VIC20140000490068,0
VIC20120002070961,0
VIC20120001187103,0
VIC20120002151615,0
VIC20100001856328,0
VIC20100001478429,0
VIC20100002227966,0
VIC20090001921558,0
VIC20100002341446,0
VIC20090000248591,0
VIC20120001927901,0
VIC20100001620187,0
VIC20130001378455,0
VIC20130001058577,0
VIC20120001369110,0
VIC20140000065317,0
VIC20120001932789,0
VIC20120000256838,0
VIC20130000464867,0
VIC20110000566797,0
VIC20120001139069,0
VIC20120000003383,0
VIC20090002144566,0
VIC20140001294133,0
VIC20120000927919,0
VIC20110000143135,0
VIC20100002538570,0
VIC20140000188915,0
VIC20110000130477,0
VIC20130000307406,0
VIC20100002264690,0
VIC20140000524348,0
VIC20120001027784,0
VIC20140001245083,0
VIC20140000430055,0
VIC20140001158100,0
VIC20090001025405,0
VIC20120000246840,0
VIC20140000549988,0
VIC20090002167220,0
VIC20140000197238,0
VIC20130000167228,0
VIC20110000124261,0
VIC20100001204476,0
VIC20110002313848,0
VIC20140000577787,0
VIC20110000690801,0
VIC20140000218689,0
VIC20090001227993,0
VIC20090002138644,0
VIC20140000811673,0
VIC20140000380484,0
VIC20100002522965,0
VIC20130001120649,0
VIC20140001118211,0
VIC20090001895693,0
VIC20090000393459,0
VIC20120000476219,0
VIC20140000411582,0
VIC20120001693888,0
VIC20130001313489,0
VIC20130001019801,0
VIC20090000874219,0
VIC20120001353253,0
VIC20120001651392,0
VIC20090000060121,0
VIC20090000136396,0
VIC20140001290035,0
VIC20110001268618,0
VIC20090001643935,0
VIC20120000739025,0
VIC20090000647998,0
VIC20130001309452,0
VIC20140000028267,0
VIC20100002401345,0
VIC20110001930485,0
VIC20090001027935,0
VIC20140001243404,0
VIC20100002111927,0
VIC20110001851482,0
VIC20120001910896,0
VIC20100001436308,0
VIC20120000953480,0
VIC20090000729812,0
VIC20090001287243,0
VIC20120000793109,0
VIC20110001043028,0
VIC20090000236315,0
VIC20120000054960,0
VIC20090002210230,0
VIC20110002341191,0
VIC20120002058551,0
VIC20140001321800,0
VIC20130001151041,0
VIC20110002086828,0
VIC20100002320855,0
VIC20130000740780,0
VIC20100001544906,0
VIC20130000565996,0
VIC20110002020865,0
VIC20140000481904,0
VIC20100002320600,0
VIC20140000802040,0
VIC20120001958939,0
VIC20110000713239,0
VIC20130001241252,0
VIC20090001473065,0
VIC20090002025637,0
VIC20140000084072,0
VIC20100001526941,0
VIC20120001437143,0
VIC20090001176288,0
VIC20100000252586,0
VIC20140001058055,0
VIC20100002136047,0
VIC20140000414616,0
VIC20130000379117,0
VIC20130001452973,0
VIC20140001038639,0
VIC20090000338607,0
VIC20140001132771,0
VIC20110000037036,0
VIC20110001379248,0
VIC20140000473753,0
VIC20120000436072,0
VIC20140000054605,0
VIC20120001212119,0
VIC20110000950213,0
VIC20120001884718,0
VIC20110000599947,0
VIC20140000853510,0
VIC20090001187914,0
VIC20140000088965,0
VIC20140001102325,0
VIC20100000338241,0
VIC20120000928590,0
VIC20110001872442,0
VIC20120001417547,0
VIC20140000240586,0
VIC20130001438654,0
VIC20090000060104,0
VIC20140000766544,0
VIC20140000418001,0
VIC20140000794400,0
VIC20110002202668,0
VIC20090001785367,0
VIC20110001711230,0
VIC20140001173063,0
VIC20140000936034,0
VIC20090000707893,0
VIC20110001001287,0
VIC20110001847013,0
VIC20110001391596,0
VIC20130000407241,0
VIC20090001290461,0
VIC20130001523796,0
VIC20120001124334,0
VIC20090001347464,0
VIC20120000383338,0
VIC20120002118540,0
VIC20100000118197,0
VIC20110001565897,0
VIC20140000078530,0
VIC20140000918122,0
VIC20130001052156,0
VIC20090000668651,0
VIC20140000941233,0
VIC20130001358102,0
VIC20100000848566,0
VIC20130000683222,0
VIC20100000288250,0
VIC20140000555812,0
VIC20140000381914,0
VIC20110002442272,0
VIC20090000484242,0
VIC20110000286999,0
VIC20130000600992,0
VIC20100001593406,0
VIC20140000004831,0
VIC20110000213239,0
VIC20130001064247,0
VIC20130001411593,0
VIC20140000642552,0
VIC20110001082271,0
VIC20130000364303,0
VIC20140001184338,0
VIC20130000399533,0
VIC20110000834162,0
VIC20110001826774,0
VIC20130000096218,0
VIC20090000067590,0
VIC20120001752408,0
VIC20130000703297,0
VIC20090001955994,0
VIC20130001426654,0
VIC20120000818842,0
VIC20090001501237,0
VIC20140000872376,0
VIC20090001887283,0
VIC20140000099959,0
VIC20140000880619,0
VIC20120000257853,0
VIC20130000544317,0
VIC20110000569624,0
VIC20140000854164,0
VIC20090001222954,0
VIC20130000831106,0
VIC20120000083139,0
VIC20090001359044,0
VIC20110002329119,0
VIC20100000478693,0
VIC20140001059324,0
VIC20120000782806,0
VIC20110001137220,0
VIC20110000468647,0
VIC20100000860054,0
VIC20110000198858,0
VIC20130000137810,0
VIC20130001017632,0
VIC20120000033305,0
VIC20140000010388,0
VIC20110001617491,0
VIC20140000029745,0
VIC20130000961887,0
VIC20090002361929,0
VIC20110001898066,0
VIC20100001936487,0
VIC20100001402472,0
VIC20130000541911,0
VIC20130001269866,0
VIC20130000566044,0
VIC20090000164297,0
VIC20130000438300,0
VIC20090000564695,0
VIC20100001112918,0
VIC20100002134169,0
VIC20100001709911,0
VIC20140000130859,0
VIC20090001327739,0
VIC20090000309291,0
VIC20110000103818,0
VIC20100000738808,0
VIC20120001003459,0
VIC20100002391455,0
VIC20120001797886,0
VIC20120000132979,0
VIC20110000329417,0
VIC20130000315775,0
VIC20100001906520,0
VIC20120000658978,0
VIC20130000123807,0
VIC20090001222808,0
VIC20090000602507,0
VIC20100000238311,0
VIC20130001552458,0
VIC20110000340575,0
VIC20090000595064,0
VIC20100001960163,0
VIC20140001150899,0
VIC20130001433891,0
VIC20120001560518,0
VIC20090000272237,0
VIC20140000589110,0
VIC20100000340685,0
VIC20120000673808,0
VIC20140000602992,0
VIC20100001874436,0
VIC20100001523971,0
VIC20130001553561,0
VIC20120000771590,0
VIC20130000316175,0
VIC20130001483756,0
VIC20110001202845,0
VIC20130001324720,0
VIC20130001467935,0
VIC20100000111669,0
VIC20140000257118,0
VIC20130000765873,0
VIC20110001175620,0
VIC20110001911768,0
VIC20110001051140,0
VIC20120000337515,0
VIC20100000874032,0
VIC20120001243921,0
VIC20090001809116,0
VIC20130001530273,0
VIC20110002197617,0
VIC20140000006924,0
VIC20100000103765,0
VIC20090000708512,0
VIC20130000387758,0
VIC20120001098961,0
VIC20100000247428,0
VIC20130001406893,0
VIC20120001769654,0
VIC20110001760522,0
VIC20130000389931,0
VIC20100001141103,0
